Feature,Value,Model,test_subjects
wrist_jerk_perc75,0.01110128664937609,RandomForestClassifier,"(3, 13, 17)"
trunk_acc_std,0.010636278022368845,RandomForestClassifier,"(3, 13, 17)"
trunk_acc_mean,0.010351171400637276,RandomForestClassifier,"(3, 13, 17)"
upperarm_jerk_med,0.010277943370363543,RandomForestClassifier,"(3, 13, 17)"
trunk_jerk_mean,0.008528690687595769,RandomForestClassifier,"(3, 13, 17)"
trunk_jerk_perc75,0.00832956680690648,RandomForestClassifier,"(3, 13, 17)"
wrist_jerk_std,0.15507456497201766,GradientBoostingClassifier,"(3, 13, 17)"
trunk_jerk_min,0.10193875595363633,GradientBoostingClassifier,"(3, 13, 17)"
wrist_acc_med,0.07359406846915367,GradientBoostingClassifier,"(3, 13, 17)"
wrist_acc_min,0.05675108769609892,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_acc_max,0.05478280271314273,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_jerk_perc75,0.04860276902494911,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_acc_rms,0.04307782740687106,GradientBoostingClassifier,"(3, 13, 17)"
wrist_acc_max,0.04064528766865745,GradientBoostingClassifier,"(3, 13, 17)"
wrist_acc_mad,0.03848749894267988,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_jerk_rms,0.03424307361580118,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_acc_mean,0.032432700691629186,GradientBoostingClassifier,"(3, 13, 17)"
wrist_acc_perc25,0.02860178692492997,GradientBoostingClassifier,"(3, 13, 17)"
trunk_acc_med,0.02723740984003345,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_jerk_mad,0.027188682924710172,GradientBoostingClassifier,"(3, 13, 17)"
wrist_acc_std,0.020717361721394635,GradientBoostingClassifier,"(3, 13, 17)"
trunk_jerk_max,0.019089257693876628,GradientBoostingClassifier,"(3, 13, 17)"
trunk_jerk_med,0.01839515216225978,GradientBoostingClassifier,"(3, 13, 17)"
trunk_acc_perc25,0.018043289637784277,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_jerk_perc25,0.015658672206834236,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_acc_mad,0.015547920740044177,GradientBoostingClassifier,"(3, 13, 17)"
trunk_acc_max,0.01421326158317251,GradientBoostingClassifier,"(3, 13, 17)"
trunk_acc_min,0.013531887437439645,GradientBoostingClassifier,"(3, 13, 17)"
wrist_jerk_mad,0.013011359788184181,GradientBoostingClassifier,"(3, 13, 17)"
wrist_jerk_max,0.01094602591939634,GradientBoostingClassifier,"(3, 13, 17)"
trunk_jerk_mad,0.009321712720307074,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_acc_med,0.00887816688237179,GradientBoostingClassifier,"(3, 13, 17)"
trunk_acc_rms,0.007638493278192274,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_acc_min,0.007317463398572738,GradientBoostingClassifier,"(3, 13, 17)"
trunk_jerk_perc25,0.006961667928839534,GradientBoostingClassifier,"(3, 13, 17)"
trunk_jerk_std,0.004345412077326909,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_acc_perc75,0.0038703650024390405,GradientBoostingClassifier,"(3, 13, 17)"
wrist_jerk_rms,0.003761730728889675,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_acc_perc25,0.0037146328653663817,GradientBoostingClassifier,"(3, 13, 17)"
wrist_jerk_med,0.0036467237571277764,GradientBoostingClassifier,"(3, 13, 17)"
trunk_acc_mean,0.003216158784148989,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_jerk_std,0.0024059921691828106,GradientBoostingClassifier,"(3, 13, 17)"
wrist_acc_length,0.0021113584969437637,GradientBoostingClassifier,"(3, 13, 17)"
wrist_acc_mean,0.0017155528148556044,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_acc_std,0.0015026184871009215,GradientBoostingClassifier,"(3, 13, 17)"
wrist_acc_perc75,0.0014599504796034334,GradientBoostingClassifier,"(3, 13, 17)"
wrist_jerk_perc25,0.0012056093684511106,GradientBoostingClassifier,"(3, 13, 17)"
wrist_jerk_mean,0.0009525138962480755,GradientBoostingClassifier,"(3, 13, 17)"
trunk_jerk_perc75,0.0009423050409590513,GradientBoostingClassifier,"(3, 13, 17)"
trunk_acc_std,0.000592649026274189,GradientBoostingClassifier,"(3, 13, 17)"
wrist_jerk_min,0.0005040512057917769,GradientBoostingClassifier,"(3, 13, 17)"
trunk_jerk_rms,0.0004901649089036881,GradientBoostingClassifier,"(3, 13, 17)"
wrist_acc_rms,0.0004857487327109548,GradientBoostingClassifier,"(3, 13, 17)"
trunk_jerk_mean,0.0004566846761150604,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_jerk_min,0.0002452238167079778,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_jerk_max,0.00020658817091109643,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_jerk_med,9.785683277943309e-05,GradientBoostingClassifier,"(3, 13, 17)"
trunk_acc_perc75,8.1672945598785e-05,GradientBoostingClassifier,"(3, 13, 17)"
trunk_acc_mad,4.0262004610277656e-05,GradientBoostingClassifier,"(3, 13, 17)"
wrist_jerk_perc75,1.805781812854687e-05,GradientBoostingClassifier,"(3, 13, 17)"
upperarm_jerk_mean,1.059498441857321e-07,GradientBoostingClassifier,"(3, 13, 17)"
error,0.0,GaussianNB,"(3, 13, 17)"
error,0.0,DummyClassifier,"(3, 13, 17)"
error,0.0,SGDClassifier,"(3, 13, 17)"
wrist_jerk_std,0.24700637635788694,DecisionTreeClassifier,"(3, 13, 17)"
wrist_jerk_max,0.10937447542811332,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_jerk_perc75,0.103598987327801,DecisionTreeClassifier,"(3, 13, 17)"
trunk_jerk_min,0.10122028395333484,DecisionTreeClassifier,"(3, 13, 17)"
wrist_acc_perc25,0.09672039044808896,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_acc_max,0.09405238828967644,DecisionTreeClassifier,"(3, 13, 17)"
wrist_acc_min,0.08658108055695615,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_acc_rms,0.0840287456445993,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_jerk_mean,0.05278450363196127,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_acc_min,0.024632768361581923,DecisionTreeClassifier,"(3, 13, 17)"
trunk_jerk_perc25,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_jerk_perc75,0.0,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_acc_mean,0.0,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_acc_mad,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_jerk_med,0.0,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_acc_std,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_jerk_max,0.0,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_acc_perc25,0.0,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_acc_med,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_jerk_mad,0.0,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_acc_perc75,0.0,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_jerk_rms,0.0,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_jerk_mad,0.0,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_jerk_std,0.0,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_jerk_min,0.0,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_jerk_max,0.0,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_jerk_med,0.0,DecisionTreeClassifier,"(3, 13, 17)"
upperarm_jerk_perc25,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_jerk_std,0.0,DecisionTreeClassifier,"(3, 13, 17)"
wrist_acc_length,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_jerk_rms,0.0,DecisionTreeClassifier,"(3, 13, 17)"
wrist_jerk_med,0.0,DecisionTreeClassifier,"(3, 13, 17)"
wrist_acc_rms,0.0,DecisionTreeClassifier,"(3, 13, 17)"
wrist_acc_mad,0.0,DecisionTreeClassifier,"(3, 13, 17)"
wrist_acc_std,0.0,DecisionTreeClassifier,"(3, 13, 17)"
wrist_acc_max,0.0,DecisionTreeClassifier,"(3, 13, 17)"
wrist_acc_med,0.0,DecisionTreeClassifier,"(3, 13, 17)"
wrist_acc_perc75,0.0,DecisionTreeClassifier,"(3, 13, 17)"
wrist_jerk_mean,0.0,DecisionTreeClassifier,"(3, 13, 17)"
wrist_jerk_rms,0.0,DecisionTreeClassifier,"(3, 13, 17)"
wrist_jerk_mad,0.0,DecisionTreeClassifier,"(3, 13, 17)"
wrist_jerk_min,0.0,DecisionTreeClassifier,"(3, 13, 17)"
wrist_jerk_perc25,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_jerk_mean,0.0,DecisionTreeClassifier,"(3, 13, 17)"
wrist_jerk_perc75,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_acc_mean,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_acc_rms,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_acc_mad,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_acc_std,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_acc_min,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_acc_max,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_acc_med,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_acc_perc25,0.0,DecisionTreeClassifier,"(3, 13, 17)"
wrist_acc_mean,0.0,DecisionTreeClassifier,"(3, 13, 17)"
trunk_acc_perc75,0.0,DecisionTreeClassifier,"(3, 13, 17)"
error,0.0,QuadraticDiscriminantAnalysis,"(3, 13, 17)"
error,0.0,KNeighborsClassifier,"(3, 13, 17)"
wrist_jerk_max,34.0,LGBMClassifier,"(3, 15, 16)"
wrist_acc_max,21.0,LGBMClassifier,"(3, 15, 16)"
wrist_acc_std,21.0,LGBMClassifier,"(3, 15, 16)"
wrist_acc_min,18.0,LGBMClassifier,"(3, 15, 16)"
trunk_acc_perc75,11.0,LGBMClassifier,"(3, 15, 16)"
trunk_acc_max,11.0,LGBMClassifier,"(3, 15, 16)"
wrist_acc_rms,11.0,LGBMClassifier,"(3, 15, 16)"
upperarm_acc_med,10.0,LGBMClassifier,"(3, 15, 16)"
upperarm_jerk_perc25,9.0,LGBMClassifier,"(3, 15, 16)"
upperarm_acc_min,8.0,LGBMClassifier,"(3, 15, 16)"
trunk_jerk_std,7.0,LGBMClassifier,"(3, 15, 16)"
upperarm_jerk_mad,7.0,LGBMClassifier,"(3, 15, 16)"
wrist_jerk_std,7.0,LGBMClassifier,"(3, 15, 16)"
trunk_jerk_min,7.0,LGBMClassifier,"(3, 15, 16)"
upperarm_acc_mad,6.0,LGBMClassifier,"(3, 15, 16)"
trunk_acc_min,5.0,LGBMClassifier,"(3, 15, 16)"
trunk_acc_std,5.0,LGBMClassifier,"(3, 15, 16)"
upperarm_jerk_min,5.0,LGBMClassifier,"(3, 15, 16)"
trunk_acc_med,4.0,LGBMClassifier,"(3, 15, 16)"
trunk_acc_mad,4.0,LGBMClassifier,"(3, 15, 16)"
wrist_acc_mad,3.0,LGBMClassifier,"(3, 15, 16)"
upperarm_jerk_max,3.0,LGBMClassifier,"(3, 15, 16)"
wrist_acc_perc25,3.0,LGBMClassifier,"(3, 15, 16)"
wrist_jerk_mad,3.0,LGBMClassifier,"(3, 15, 16)"
trunk_jerk_perc25,2.0,LGBMClassifier,"(3, 15, 16)"
wrist_acc_length,2.0,LGBMClassifier,"(3, 15, 16)"
trunk_acc_perc25,1.0,LGBMClassifier,"(3, 15, 16)"
upperarm_acc_rms,1.0,LGBMClassifier,"(3, 15, 16)"
upperarm_jerk_std,1.0,LGBMClassifier,"(3, 15, 16)"
upperarm_acc_max,1.0,LGBMClassifier,"(3, 15, 16)"
wrist_jerk_perc25,1.0,LGBMClassifier,"(3, 15, 16)"
upperarm_acc_std,1.0,LGBMClassifier,"(3, 15, 16)"
trunk_jerk_mean,1.0,LGBMClassifier,"(3, 15, 16)"
trunk_jerk_mad,1.0,LGBMClassifier,"(3, 15, 16)"
trunk_acc_mean,0.0,LGBMClassifier,"(3, 15, 16)"
upperarm_acc_perc25,0.0,LGBMClassifier,"(3, 15, 16)"
wrist_acc_med,0.0,LGBMClassifier,"(3, 15, 16)"
upperarm_jerk_med,0.0,LGBMClassifier,"(3, 15, 16)"
wrist_acc_perc75,0.0,LGBMClassifier,"(3, 15, 16)"
wrist_jerk_mean,0.0,LGBMClassifier,"(3, 15, 16)"
wrist_jerk_rms,0.0,LGBMClassifier,"(3, 15, 16)"
upperarm_jerk_rms,0.0,LGBMClassifier,"(3, 15, 16)"
upperarm_jerk_mean,0.0,LGBMClassifier,"(3, 15, 16)"
upperarm_acc_perc75,0.0,LGBMClassifier,"(3, 15, 16)"
wrist_jerk_min,0.0,LGBMClassifier,"(3, 15, 16)"
trunk_jerk_max,0.0,LGBMClassifier,"(3, 15, 16)"
trunk_jerk_rms,0.0,LGBMClassifier,"(3, 15, 16)"
wrist_jerk_med,0.0,LGBMClassifier,"(3, 15, 16)"
wrist_acc_mean,0.0,LGBMClassifier,"(3, 15, 16)"
trunk_acc_rms,0.0,LGBMClassifier,"(3, 15, 16)"
upperarm_acc_mean,0.0,LGBMClassifier,"(3, 15, 16)"
trunk_jerk_perc75,0.0,LGBMClassifier,"(3, 15, 16)"
wrist_jerk_perc75,0.0,LGBMClassifier,"(3, 15, 16)"
trunk_jerk_med,0.0,LGBMClassifier,"(3, 15, 16)"
upperarm_jerk_perc75,0.0,LGBMClassifier,"(3, 15, 16)"
wrist_jerk_max,0.12203291976710905,GradientBoostingClassifier,"(3, 15, 16)"
wrist_acc_std,0.08204511341277348,GradientBoostingClassifier,"(3, 15, 16)"
wrist_acc_max,0.07407413746406527,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_jerk_perc25,0.06760945937570292,GradientBoostingClassifier,"(3, 15, 16)"
wrist_acc_min,0.05670709257090839,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_acc_max,0.05394132584314539,GradientBoostingClassifier,"(3, 15, 16)"
trunk_acc_perc75,0.04638397708553427,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_acc_perc75,0.0408570865793696,GradientBoostingClassifier,"(3, 15, 16)"
wrist_jerk_min,0.03615249696990943,GradientBoostingClassifier,"(3, 15, 16)"
wrist_acc_mean,0.032067292618356294,GradientBoostingClassifier,"(3, 15, 16)"
wrist_acc_med,0.03162668568875437,GradientBoostingClassifier,"(3, 15, 16)"
wrist_acc_rms,0.02906191172152637,GradientBoostingClassifier,"(3, 15, 16)"
trunk_jerk_min,0.02612398223657341,GradientBoostingClassifier,"(3, 15, 16)"
trunk_acc_rms,0.023918180172413768,GradientBoostingClassifier,"(3, 15, 16)"
trunk_acc_perc25,0.022897177601079087,GradientBoostingClassifier,"(3, 15, 16)"
wrist_jerk_mad,0.022537197323889164,GradientBoostingClassifier,"(3, 15, 16)"
trunk_acc_min,0.022186066524519554,GradientBoostingClassifier,"(3, 15, 16)"
wrist_acc_perc25,0.020755024785498764,GradientBoostingClassifier,"(3, 15, 16)"
wrist_acc_perc75,0.020474043062894444,GradientBoostingClassifier,"(3, 15, 16)"
trunk_jerk_mean,0.018260484080855604,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_acc_std,0.017662799300099806,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_jerk_mad,0.017351981920596928,GradientBoostingClassifier,"(3, 15, 16)"
trunk_acc_mean,0.017033253820779307,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_acc_med,0.016793538657304274,GradientBoostingClassifier,"(3, 15, 16)"
trunk_jerk_max,0.013889396866901287,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_acc_mean,0.01215054915018913,GradientBoostingClassifier,"(3, 15, 16)"
trunk_jerk_med,0.010957035086566124,GradientBoostingClassifier,"(3, 15, 16)"
trunk_acc_max,0.007641897290402919,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_jerk_mean,0.006081296505706304,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_acc_min,0.004451298633517936,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_acc_perc25,0.004321777484635037,GradientBoostingClassifier,"(3, 15, 16)"
wrist_jerk_perc25,0.004278119114664644,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_jerk_min,0.0034761620426437463,GradientBoostingClassifier,"(3, 15, 16)"
wrist_jerk_std,0.002902518754313401,GradientBoostingClassifier,"(3, 15, 16)"
trunk_jerk_perc75,0.0024223747014371615,GradientBoostingClassifier,"(3, 15, 16)"
trunk_acc_std,0.0017943674881907938,GradientBoostingClassifier,"(3, 15, 16)"
trunk_jerk_perc25,0.001398314738752479,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_acc_rms,0.0010112289176271213,GradientBoostingClassifier,"(3, 15, 16)"
trunk_acc_mad,0.0008235206763775308,GradientBoostingClassifier,"(3, 15, 16)"
trunk_jerk_mad,0.0005965837866553624,GradientBoostingClassifier,"(3, 15, 16)"
wrist_jerk_perc75,0.0005914392125275941,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_jerk_rms,0.00047892075774159926,GradientBoostingClassifier,"(3, 15, 16)"
wrist_acc_mad,0.0004261608728012497,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_jerk_std,0.0003499011171089148,GradientBoostingClassifier,"(3, 15, 16)"
trunk_jerk_std,0.00030407881276213483,GradientBoostingClassifier,"(3, 15, 16)"
trunk_jerk_rms,0.00024128361760066458,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_acc_mad,0.00022608449577483827,GradientBoostingClassifier,"(3, 15, 16)"
wrist_acc_length,0.00020122848011592298,GradientBoostingClassifier,"(3, 15, 16)"
wrist_jerk_rms,0.00015695109888771291,GradientBoostingClassifier,"(3, 15, 16)"
trunk_acc_med,0.0001236294292308402,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_jerk_med,0.00011405999636434596,GradientBoostingClassifier,"(3, 15, 16)"
wrist_jerk_mean,1.7833627264996187e-05,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_jerk_max,1.3211117813402655e-05,GradientBoostingClassifier,"(3, 15, 16)"
upperarm_jerk_perc75,5.5475417657176805e-06,GradientBoostingClassifier,"(3, 15, 16)"
wrist_jerk_med,0.0,GradientBoostingClassifier,"(3, 15, 16)"
error,0.0,LinearDiscriminantAnalysis,"(3, 15, 16)"
error,0.0,RidgeClassifier,"(3, 15, 16)"
wrist_jerk_min,0.03976001910101015,RandomForestClassifier,"(3, 15, 16)"
wrist_acc_std,0.03512443425041337,RandomForestClassifier,"(3, 15, 16)"
wrist_jerk_max,0.030848693397559593,RandomForestClassifier,"(3, 15, 16)"
wrist_acc_max,0.030795028637080366,RandomForestClassifier,"(3, 15, 16)"
wrist_acc_med,0.02871033770922551,RandomForestClassifier,"(3, 15, 16)"
wrist_acc_min,0.02852087478423899,RandomForestClassifier,"(3, 15, 16)"
upperarm_acc_std,0.027968904150937685,RandomForestClassifier,"(3, 15, 16)"
wrist_jerk_perc25,0.027214636625379676,RandomForestClassifier,"(3, 15, 16)"
trunk_acc_rms,0.0249178842637126,RandomForestClassifier,"(3, 15, 16)"
upperarm_jerk_rms,0.02391079025271189,RandomForestClassifier,"(3, 15, 16)"
wrist_acc_rms,0.023726230234794417,RandomForestClassifier,"(3, 15, 16)"
trunk_acc_mad,0.02300885723124036,RandomForestClassifier,"(3, 15, 16)"
upperarm_acc_perc25,0.022969894752050173,RandomForestClassifier,"(3, 15, 16)"
wrist_jerk_mad,0.021991744122677844,RandomForestClassifier,"(3, 15, 16)"
trunk_acc_mean,0.020933101799278677,RandomForestClassifier,"(3, 15, 16)"
upperarm_acc_max,0.02083342775333183,RandomForestClassifier,"(3, 15, 16)"
wrist_acc_perc75,0.02072657140574524,RandomForestClassifier,"(3, 15, 16)"
trunk_acc_med,0.02024998906276166,RandomForestClassifier,"(3, 15, 16)"
wrist_acc_mean,0.01954794681305153,RandomForestClassifier,"(3, 15, 16)"
wrist_acc_mad,0.01949804629626244,RandomForestClassifier,"(3, 15, 16)"
trunk_jerk_perc25,0.019210011864342527,RandomForestClassifier,"(3, 15, 16)"
upperarm_jerk_perc25,0.017969685411952027,RandomForestClassifier,"(3, 15, 16)"
trunk_jerk_min,0.017858655793707358,RandomForestClassifier,"(3, 15, 16)"
upperarm_acc_med,0.017715787239473327,RandomForestClassifier,"(3, 15, 16)"
trunk_acc_min,0.01749428810776241,RandomForestClassifier,"(3, 15, 16)"
wrist_jerk_std,0.017153922619374325,RandomForestClassifier,"(3, 15, 16)"
trunk_jerk_mean,0.016769767507005713,RandomForestClassifier,"(3, 15, 16)"
upperarm_jerk_mad,0.016250303132478598,RandomForestClassifier,"(3, 15, 16)"
wrist_acc_length,0.016022436629497244,RandomForestClassifier,"(3, 15, 16)"
wrist_acc_perc25,0.01583111647497951,RandomForestClassifier,"(3, 15, 16)"
trunk_jerk_rms,0.015587587085470329,RandomForestClassifier,"(3, 15, 16)"
trunk_jerk_med,0.015248067015635924,RandomForestClassifier,"(3, 15, 16)"
upperarm_jerk_mean,0.014515107257833547,RandomForestClassifier,"(3, 15, 16)"
upperarm_jerk_max,0.01438316647213432,RandomForestClassifier,"(3, 15, 16)"
trunk_acc_std,0.014184253784531866,RandomForestClassifier,"(3, 15, 16)"
wrist_jerk_mean,0.014050389513299028,RandomForestClassifier,"(3, 15, 16)"
trunk_jerk_perc75,0.014041565393097965,RandomForestClassifier,"(3, 15, 16)"
trunk_acc_perc75,0.013762495411540229,RandomForestClassifier,"(3, 15, 16)"
upperarm_acc_min,0.01373263205312245,RandomForestClassifier,"(3, 15, 16)"
upperarm_jerk_std,0.013561657714271539,RandomForestClassifier,"(3, 15, 16)"
wrist_jerk_perc75,0.013304528528532786,RandomForestClassifier,"(3, 15, 16)"
upperarm_jerk_perc75,0.01317719069104019,RandomForestClassifier,"(3, 15, 16)"
upperarm_acc_mean,0.013156935016455424,RandomForestClassifier,"(3, 15, 16)"
upperarm_acc_rms,0.013021839853616027,RandomForestClassifier,"(3, 15, 16)"
trunk_jerk_max,0.012652309499041305,RandomForestClassifier,"(3, 15, 16)"
wrist_jerk_med,0.012021208426368718,RandomForestClassifier,"(3, 15, 16)"
upperarm_acc_mad,0.01197592805295523,RandomForestClassifier,"(3, 15, 16)"
upperarm_acc_perc75,0.011915746681092259,RandomForestClassifier,"(3, 15, 16)"
trunk_acc_perc25,0.011796665431946041,RandomForestClassifier,"(3, 15, 16)"
upperarm_jerk_med,0.011205699223945664,RandomForestClassifier,"(3, 15, 16)"
trunk_jerk_mad,0.011169129058061486,RandomForestClassifier,"(3, 15, 16)"
wrist_jerk_rms,0.010739057414148982,RandomForestClassifier,"(3, 15, 16)"
trunk_acc_max,0.010085422555706347,RandomForestClassifier,"(3, 15, 16)"
upperarm_jerk_min,0.009445975324775643,RandomForestClassifier,"(3, 15, 16)"
trunk_jerk_std,0.0077320551173398,RandomForestClassifier,"(3, 15, 16)"
wrist_jerk_min,0.1673611111111113,DecisionTreeClassifier,"(3, 15, 16)"
wrist_acc_std,0.13690343915343903,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_jerk_perc25,0.1320436507936508,DecisionTreeClassifier,"(3, 15, 16)"
wrist_acc_perc75,0.10352941176470597,DecisionTreeClassifier,"(3, 15, 16)"
trunk_jerk_max,0.10015610410830994,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_acc_std,0.08266369047619047,DecisionTreeClassifier,"(3, 15, 16)"
wrist_acc_min,0.07449735449735444,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_acc_max,0.04669444444444445,DecisionTreeClassifier,"(3, 15, 16)"
wrist_acc_med,0.04375000000000002,DecisionTreeClassifier,"(3, 15, 16)"
wrist_acc_length,0.04365079365079366,DecisionTreeClassifier,"(3, 15, 16)"
trunk_jerk_mean,0.03819444444444445,DecisionTreeClassifier,"(3, 15, 16)"
trunk_acc_rms,0.03055555555555555,DecisionTreeClassifier,"(3, 15, 16)"
trunk_jerk_med,0.0,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_acc_min,0.0,DecisionTreeClassifier,"(3, 15, 16)"
trunk_jerk_perc25,0.0,DecisionTreeClassifier,"(3, 15, 16)"
trunk_jerk_perc75,0.0,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_acc_mean,0.0,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_acc_rms,0.0,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_acc_mad,0.0,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_acc_perc75,0.0,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_acc_med,0.0,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_acc_perc25,0.0,DecisionTreeClassifier,"(3, 15, 16)"
trunk_jerk_std,0.0,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_jerk_mean,0.0,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_jerk_rms,0.0,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_jerk_mad,0.0,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_jerk_std,0.0,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_jerk_min,0.0,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_jerk_max,0.0,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_jerk_med,0.0,DecisionTreeClassifier,"(3, 15, 16)"
trunk_jerk_min,0.0,DecisionTreeClassifier,"(3, 15, 16)"
trunk_acc_perc75,0.0,DecisionTreeClassifier,"(3, 15, 16)"
trunk_jerk_mad,0.0,DecisionTreeClassifier,"(3, 15, 16)"
wrist_jerk_med,0.0,DecisionTreeClassifier,"(3, 15, 16)"
wrist_acc_rms,0.0,DecisionTreeClassifier,"(3, 15, 16)"
wrist_acc_mad,0.0,DecisionTreeClassifier,"(3, 15, 16)"
wrist_acc_max,0.0,DecisionTreeClassifier,"(3, 15, 16)"
wrist_acc_perc25,0.0,DecisionTreeClassifier,"(3, 15, 16)"
wrist_jerk_mean,0.0,DecisionTreeClassifier,"(3, 15, 16)"
wrist_jerk_rms,0.0,DecisionTreeClassifier,"(3, 15, 16)"
wrist_jerk_mad,0.0,DecisionTreeClassifier,"(3, 15, 16)"
wrist_jerk_std,0.0,DecisionTreeClassifier,"(3, 15, 16)"
wrist_jerk_max,0.0,DecisionTreeClassifier,"(3, 15, 16)"
wrist_jerk_perc25,0.0,DecisionTreeClassifier,"(3, 15, 16)"
trunk_jerk_rms,0.0,DecisionTreeClassifier,"(3, 15, 16)"
wrist_jerk_perc75,0.0,DecisionTreeClassifier,"(3, 15, 16)"
trunk_acc_mean,0.0,DecisionTreeClassifier,"(3, 15, 16)"
trunk_acc_mad,0.0,DecisionTreeClassifier,"(3, 15, 16)"
trunk_acc_std,0.0,DecisionTreeClassifier,"(3, 15, 16)"
trunk_acc_min,0.0,DecisionTreeClassifier,"(3, 15, 16)"
trunk_acc_max,0.0,DecisionTreeClassifier,"(3, 15, 16)"
trunk_acc_med,0.0,DecisionTreeClassifier,"(3, 15, 16)"
trunk_acc_perc25,0.0,DecisionTreeClassifier,"(3, 15, 16)"
wrist_acc_mean,0.0,DecisionTreeClassifier,"(3, 15, 16)"
upperarm_jerk_perc75,0.0,DecisionTreeClassifier,"(3, 15, 16)"
error,0.0,LogisticRegression,"(3, 15, 16)"
upperarm_jerk_perc25,0.12,AdaBoostClassifier,"(3, 15, 16)"
